indice,Titulo,Año,Autor_norm,Afiliacion1,Afiliacion2,ISBN,ISSN,Doi,URL,Area,Subarea,Keywords,Abstract
EV_CC_0001,AI-Enhanced Supercomputing for Next-Generation Astronomical Data Processing in Latin America: A Case Study of the ALMA Observatory,2025,"Lefranc, Gastón; Gatica, Gabriel; Vásquez, Edison; Peña, Mario","(1) Pontificia Universidad Católica de Valparaíso, Avda. Brasil2950, Valparaíso; 2430000, Chile (2) Startup I+D+i Inteligencia Artificial, ARTIFICYAN, Viña del Mar, Chile (3) JhedAI Startup., Viña del Mar, Chile (4) IIMAS-UNAM, Ciudad de México, Mexico",,,,10.1016/j.procs.2025.08.019,,CC,,Astronomical data - Atacama Large Millimeter/sub-millimeter Array (ALMA) - Atacamum large millimeter/submillimeter array observatory - Case-studies - GPU accelerations - High-performance computing - Latin America - Performance computing - Supercomputing - Work-flows,"This paper presents a proposal for improving the data processing workflow within an AI-powered supercomputing framework for the Atacama Large Millimetre/submillimeter Array (ALMA) Observatory. This framework aims to reduce processing times by 40% to 60%, improve image resolution, and increase data calibration accuracy. A high-performance computing (HPC) architecture with a GPU and artificial intelligence (AI) hardware for astronomical data management is described. The importance of such infrastructure for scientific advancement in developing countries is highlighted by analyzing implementation strategies, cost-benefit analyses, and technology transfer. © 2025 The Authors."
EV_CC_0002,Large-Scale Validation and Analysis of the Rejection Capacity in Entropic Associative Memory,2025,"Borquez, Angel Fernando; Morales, Rafael; Pineda, Luis A.","(1) Universidad de Sonora, Jalisco, Guadalajara, Mexico (2) Universidad de Guadalajara, Jalisco, Guadalajara, Mexico (3) Universidad Nacional Autónoma de México, Jalisco, Guadalajara, Mexico",,9798331590260,,10.1109/enc68268.2025.11311908,,CC,,Associative memory - Computational modelling - Entropic associative memory - Large-scales - Open-set recognition - Quick draw - Rejection - Rejection capacity - Scale analysis - Scale validation,"The Entropic Associative Memory (EAM) is a cognitively inspired computational model that combines probabilistic recognition with an efficient pattern storage and retrieval architecture. Previous evaluations, limited to small domains of about ten classes and a few thousand instances per class, showed promising results in classification and reconstruction. This work extends those studies in two ways. First, we assess scalability using Googles Quick, Draw! dataset, which includes over 300 classes and 100,000 instances per class. Second, we test EAMs rejection capability by storing only half of the classes and evaluating performance on the full dataset. Results confirm EAMs adaptability to large-scale scenarios and its effective rejection of novel stimuli, underscoring its potential as a robust and explainable AI model. © 2025 IEEE."
EV_CC_0003,A Parallel Steganography Algorithm Using a New Secret Key Generation,2024,"Al-Jarah, A.I.H.; Arjona, J.L.O.","(1) National Autonomous University of Mexico, Postgraduate in Science and Computing Engineering, Mexico (2) Mathematics department, Science faculty National Autonomous University of Mexico, Mexico",,979-8-3315-4090-6,,10.1109/uemcon62879.2024.10754748,,CC,,"confidential, data - crucial data - generation method - high-performance computation - Least Significant Bit algorithm - LSB algorithm - new secret key generation - parallel computing - parallel processing - parallel steganography algorithm - parallelism - processing time - robustness parameter - secret data - secret key steganography - securely exchange confidential data","Computation has mostly used parallelism for high-performance computation, and multicore processors have gained popularity because they offer better processing time. However, one of the most challenging tasks to achieve is securely exchange confidential data over the network between sender and receiver. The research work in this paper explains how secret key steganography, combined with parallel processing, is utilized to conceal secret data within an image. The proposed algorithm describes and focuses on the generation method of a secret key while merging it with the Least Significant Bit (LSB) algorithm to achieve robustness, as well as parallel computing to improve the processing time in both the encoding/decoding phases. The proposed algorithm adds another layer of security by adding a robustness parameter (secret key), convenient for keeping secret, confidential, and crucial data. Parallel processing, combined with the new method to formulate the secret key is the novelty and strongest attribute of the proposed algorithm. When parallel computing is applied, the process speeds up compared with the same algorithm in the sequential version. The results are compared with the LSB algorithm in terms of the peak signal to noise ratio (PSNR) and mean square error (MSE) values, aspiring to present that the proposed algorithm adds robustness without affecting image imperceptibility."
EV_CC_0004,A Comparative Study of Numerical Laplace Inversion Methods for HeatTransfer in Fractured Reservoirs,2025,"Martinez, V.; Ascencio, F.","(1) UNAM, Mexico City, Mexico (2) PEMEX, Ciudad del Carmen, Campeche, Mexico",,9781959025610,0160-3663,10.4043/35519-ms,,CC,,Comparatives studies - Comprehensive analysis - Fractured reservoir - Geothermal systems - Inversion algorithm - Inversion methods - Laplace space - Numerical inversion - Numerical Laplace inversion - Time domain,"Some fractured geothermal systems present analytical solutions expressed in Laplace space, necessitatingthe application of numerical inversion algorithms for accurate translation to time domain. This paperconducts a comprehensive analysis of some inversion techniques applied to geothermal equations, aiming toenhance precision and efficiency in the inversion process. Selected algorithms, including Stehfest, Brančik,Euler, and den Iseger undergo evaluation based on computational performance and accuracy in capturingthe dynamic behavior of fractured geothermal systems. The study systematically compares the performanceof these algorithms through testing against benchmark cases. Results reveal diverse levels of accuracy andefficiency, providing valuable insights into their applicability across different models. Furthermore, theresearch underscores the computational advantages of utilizing Laplace space solutions, recognizing theirpragmatic benefits in addressing the inherent complexity of geothermal analytical solutions in real domain. © 2025, Offshore Technology Conference."
EV_CC_0005,Development Of An Algorithm For Strength Training With Use Haptic Feedback And Artificial Intelligence (AI) Based Enhancement,2025,"Villegas-Jimenez, E.A.; Bello-Guerrero, A.H.; Padilla-Torres, M.D.; Villagomez-Venegas, L.N.; Chavez-Ramirez, C.S.","(1) Universidad Nacional Autonoma de Mexico, Facultad de Estudios Superiores Aragon, Mexico",,979-8-3315-3559-9,,10.1109/icecet63943.2025.11472504,,CC,,adaptive programme structuring - AI-based haptic feedback - artificial intelligence - based cost function - biomechanical data - computer vision - continuous biomechanical monitoring - corresponding python code - haptic vibration feedback - human assistance - immediate movement correction - implemented linear regression model - injury prevention - key biomechanical parameters - linguistic models - machine learning - mean square error - MSE - neural networks - random weights - real-time vibrational stimuli - simulation model analysis - trigger personalised vibrational responses - virtual systems - weight training,"The increasing popularity of the use of AI in everyday life has enabled the development of virtual systems for human assistance. This research proposes an implemented linear regression model with a vector of random weights, using a mean square error (MSE), based cost function and regularisation and corresponding Python code that integrates AI-based haptic feedback through vibration, specifically designed to optimise weight training.The results of the simulation model analysis show how key biomechanical parameters are identified and used to improve a person's posture by adjusting technique through real-time vibrational stimuli. The development of the system involves physical benefits such as injury prevention, continuous biomechanical monitoring, adaptive programme structuring and haptic vibration feedback for immediate movement correction. Popular and accurate tools for building linguistic models are mentioned, such as machine learning, computer vision and neural networks. Technological tools such as machine learning, computer vision and neural networks, applied to process biomechanical data and trigger personalised vibrational responses, are highlighted."
EV_CC_0006,On the Approximation of the Entire Pareto Front of a Constrained Multi-objective Optimization Problem,2025,"Rodriguez-Fernandez, Angel E.; Hernández Castellanos, Carlos Ignacio; Schütze, Oliver","(1) Computer Science Department, Cinvestav, Mexico City, Mexico (2) IIMAS-UNAM, Mexico City, Mexico",,9789819635375,0302-9743,10.1007/978-981-96-3538-2_7,,CC,,Approximation quality - Archiving - Complex domains - Constrained multi-objective optimizations - Constraint handling - Constraint-handling techniques - Multi-Objective Evolutionary Algorithm - Multi-objective optimization problem - Multi-objectives optimization - Pareto front,"So far, many constraint-handling techniques (CHTs) exist that allow specialized multi-objective evolutionary algorithms (MOEAs) to deal with constrained multi-objective optimization problems (CMOPs). In contrast, all existing external archivers that yield certain approximation qualities in the limit still assume the feasibility of each incoming candidate solution. While this is acceptable for unconstrained or lightly constrained MOPs, this assumption is inadequate for the consideration of problems with complex domains. In this study, we make a first effort to investigate how these external archivers can be prepared for CMOPs. To this end, we discuss if and how existing CHTs can be leveraged. In this study, we consider the problem of capturing the entire Pareto front (ideally in the mathematical sense). As the base algorithm we will take ArchiveUpdatePQ that stores all non-dominated solutions found during the run of the algorithm. Our discussion and results indicate that while existing CHTs work adequately, they come with certain issues, such as introducing additional parameters that need adjustment, lacking theoretical results, or incurring a certain computational overhead. Finally, we performe a numerical analysis, integrating several MOEAs with the investigated CHTs and comparing the performance of all methods using HV and Δp as indicators. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2025."
EV_CC_0007,A speedup theorem for asynchronous computation with applications to consensus and approximate agreement,2025,"Fraigniaud, P.; Paz, A.; Rajsbaum, S.","(1) Université Paris Cité, France (2) Université Paris-Saclay, France (3) Universidad Nacional Autonoma de Mexico, Instituto de Matemáticas, Mexico",,,1432-0452,10.1007/s00446-025-00480-0,,CC,,approximate agreement - asynchronous computation - asynchronous speedup theorem states - binary consensus - computability perspective - consensus closure - distributed computing - n-process task - read/write registers - wait-free impossibility - wait-free solving approximate agreement,"We study two fundamental problems of distributed computing, consensus and approximate agreement, through a novel approach for proving lower bounds and impossibility results, that we call the asynchronous speedup theorem. For a given n-process task Π and a given computational model M, we define a new task, called the closure of Π with respect to M. The asynchronous speedup theorem states that if a task Π is solvable in t≥1 rounds in M, then its closure w.r.t. M is solvable in t-1 rounds in M. We prove this theorem for iterated models, as long as the model allows solo executions. We illustrate the power of our asynchronous speedup theorem by providing a new proof of the wait-free impossibility of consensus using read/write registers, and a new proof of the wait-free impossibility of solving consensus using registers and test&set objects for n>2. The proof is merely by showing that, in each case, the closure of consensus (w.r.t. the corresponding model) is consensus itself. Our main application is the study of the power of additional objects, namely test&set and binary consensus, for wait-free solving approximate agreement faster. By analyzing the closure of approximate agreement w.r.t. each of the two models, we show that while these objects are more powerful than read/write registers from the computability perspective, they are not more powerful as far as helping solving approximate agreement faster is concerned."
EV_CC_0008,The Computational Power of Distributed Shared-Memory Models with Bounded-Size Registers,2024,"Delporte-Gallet, C.; Fauconnier, H.; Fraigniaud, P.; Rajsbaum, S.; Travers, C.","(1) Université Paris Cité, IRIF, France (2) UNAM, Instituto de Matematicas, Mexico (3) Université Aix-Marseille, LIS, France",,979-8-4007-0668-4,,10.1145/3662158.3662789,,CC,,1-bit registers - 1-resilient computing - Asynchronous Computability Theorem - bounded registers - bounded size registers - bounded-size registers - computational power - constant size registers - distributed shared-memory models - full-information protocol - full-information wait-free protocol - iterated model - iterated shared memory model - reading shared registers - register - unbounded registers - unbounded size registers - unbounded-size registers - wait-free case - wait-free computing coincide - wait-free shared-memory model,"The celebrated Asynchronous Computability Theorem of Herlihy and Shavit (JACM 1999) provided a topological characterization of the tasks that are wait-free solvable by processes communicating through writing and reading shared registers. This characterization assumes the use of full-information protocols, in which each time a process writes in the shared memory, it communicates everything it learned since the beginning of the execution. Thus, each register in the shared memory is of unbounded size. Whether unbounded size registers are unavoidable for the model of computation to be universal is the central question studied in this paper. More generally, when at most t out of n processes can crash, is the model with bounded size registers universal?We show that when 1 ≤ t n/2 registers of size O(t) bits are sufficient to solve any task that is solvable by a full-information protocol. The situation is radically different when n/2 t n, which includes the wait-free case. We show that bounded registers are not universal. Specifically, we show that, for any bound f: ℕ → ℕ, and for any n > 2, there exists a task that cannot be solved by n processes communicating via registers of size f(n) bits, but is solvable by n processes using unbounded registers. The case n = 2, t = 1, where 1-resilient computing and wait-free computing coincide, does not display the same behavior. We show that any task solvable by 2 processes in the wait-free shared-memory model with unbounded-size registers can be solved by 2 processes in the wait-free shared-memory model with constant size registers.Finally, we consider the iterated shared memory model, which has played a crucial role since Herlihy and Shavit's characterization. We show that 1-bit registers (per iteration) are sufficient for solving wait-free any task that is solvable by a full-information wait-free protocol. Therefore, while the wait-free read/write shared-memory model is known to be computationally equivalent to the iterated model, this equivalence only holds if registers are unbounded."
EV_CC_0009,Integer transformation of Boolean networks and its topological implications,2024,"Bensussen, A.; Álvarez-Buylla, E.R.; Martínez-García, J.C.","(1) Centro de Investigacion y de Estudios Avanzados del Instituto Politecnico Nacional, Departamento de Control Automático, Mexico (2) UNAM, Instituto de Ecología & C3, , Mexico",,,2405-8963,10.1016/j.ifacol.2024.10.114,,CC,,Cartesian plane - complete topology - integer transformation - iterative synchronous update schemes - large-scale Boolean networks - n-dimensional discrete nonparameterised Boolean systems - topological analysis,"Studying large-scale Boolean networks is of interest for several areas of biology. One of the simplest ways to approach this type of systems is by implementing iterative synchronous update schemes. However, the complexity of such approach grows exponentially depending on the number of nodes included in the network, being almost impossible to characterize the complete topology of networks with more than 35 nodes. Consequently, in this paper we developed an algebraic method equivalent to the synchronous update scheme able to characterize the entire topology of Boolean networks. To do this, we explored the properties of transforming n-dimensional discrete non-parameterised Boolean systems into relations defined in integers, which can be visualized in the Cartesian plane. This visualization makes then easy to explore in a systematic manner the topology of the attractor landscape. Finally, we show examples of how to implement this method for topological analysis, which opens new possibilities for modeling large Boolean networks for biology and other areas of knowledge. All rights reserved Elsevier."
EV_CC_0010,Symmetry adapted DVR approach using Cartesian basis,2025,"Suárez, E.; Lemus, R.","(1) UNAM, Instituto de Ciencias Nucleares, Mexico",,,1402-4896,10.1088/1402-4896/adab41,,CC,,Cartesian basis - Cartesian coordinates - circular potential - discrete variable representation approach - DVR approach - DVR points - quartic potential,"A discrete variable representation (DVR) approach in the framework of the 2D Cartesian basis is studied to take into account the symmetry of both the potential and the basis. Three cases are analyzed: a rectangular well potential, where the basis carries the symmetry of the system, the circular potential, where the DVR points are not compatible with the boundary conditions of the potential, and a quartic potential in Cartesian coordinates. A truncation method of the basis is also proposed to assure rapid convergence. The computational time and memory involved in the calculations are drastically reduced when compared to previous analysis where the symmetry was taken into account using a different approach."
