longDBName,shortDBName,an,title,abstract,publicationDate,contributors,docTypes,pubTypes,coverDate,peerReviewed,source,subjects,isiType,doids,isbns,issns,publisherLocations,identifiers,isOpenAccess,bookEdition,language,publisher,pageEnd,pageStart,pageCount,volume,issue,doi,notes,mid,degreeLevel,plink,articleType,citedByCount,retracted,retractionNote
Academic Search Ultimate,asn,163488414,A dynamic theory of the area of distribution.,"Aims: The aim of this study is to propose and analyse a general, dynamic, process‐oriented theory of the area of distribution. Location: Mexico, Southern United States and the Caribbean. Taxon: Pierid butterflies. Methods: The area of distribution is modelled by combining (by multiplication) three matrices: one matrix represents movements, another niche tolerances and a third, biotic interactions. Results are derived from general properties of this product and from simulation of a cellular automaton defined in terms of the matrix operations. Everything is implemented practically in an R package. Results: Results are obtained by simulation and mathematical analysis. We show that the mid‐domain effect is a direct consequence of dispersal; that to include movements to Ecological Niche Modelling significantly affect results, but cannot be done without choosing an ancestral area of distribution. We discuss ways of estimating such ancestral areas. We show that, in our approach, movements and niche effects are mixed in ways almost impossible to disentangle, and show this is a consequence of the singularity of a matrix. We introduce a tool (the Connectivity‐Suitability‐Dispersal plot) to extend the results of simple niche modelling to understand the effects of dispersal. Main conclusions: The conceptually straightforward scheme we present for the area of distribution integrates, in a mathematically sound and computationally feasible way, several key ideas in biogeography: the geographic and environmental matrix, the Grinnellian niche, dispersal capacity and the ancestral area of origin of groups of species. We show that although full simulations are indispensable to obtain the dynamics of an area of distribution, interesting results can be derived simply by analysing the matrices representing the dynamics.",20230601,"Soberón, Jorge ; Osorio‐Olvera, Luis",Article,Academic Journal,Jun2023,true,Journal of Biogeography,Mathematical analysis ; Cellular automata ; Ecological niche ; Biological evolution ; Ecological models ; Mexico,JOUR,,,0305-0270,,,,,eng,Wiley-Blackwell,1048,1037,12,50,6,10.1111/jbi.14587,,EV5,,https://research.ebsco.com/plink/b265b0f0-d199-3a38-95ea-06fa51e75c7e,,,,
Academic Search Ultimate,asn,158382904,Intervention strategies with 2D cellular automata for testing SARS-CoV-2 and reopening the economy.,"During the period of time between a new disease outbreaks and its vaccine is deployed, the health and the economic systems have to find a testing strategy for reopening activities. In particular, asymptomatic individuals, who transmit locally the COVID-19 indoors, have to be identified and isolated. We proposed a 2D cellular automaton based on the SI epidemic model for selecting the most desirable testing frequency and identifying the best fitting size of random trails on local urban environments to diagnose SARS-CoV-2 and isolate infected people. We used the complex systems approach to face the challenge of a large-scale test strategy based on urban interventions, starting with first responders and essential workers. We used the case of Mexico to exemplify a credible and intelligent intervention that reduces the virus transmission and detects economic and health costs. Findings suggest that controlling and stopping the virus transmission in a short period of time are possible if the frequency of testing is daily and the percentage of random samples to be tested is at least 90%. This combination of model parameters represents the least expensive intervention compared to others. Therefore, the key for a national testing-isolating strategy is local interventions.",20220805,"Lugo, Igor ; Alatriste-Contreras, Martha G.",Article,Academic Journal,8/5/2022,true,Scientific Reports,Cellular automata ; Disease outbreaks ; Economic systems ; Grand strategy (Political science) ; First responders ; Mexico,JOUR,,,2045-2322,,,,,eng,Springer Nature,13,1,13,12,1,10.1038/s41598-022-17665-3,,FKQS,,https://research.ebsco.com/plink/2f7e59ad-4808-3da0-8e20-df701da724f1,,,,
Academic Search Ultimate,asn,135038121,Percolation and Internet Science.,"Percolation, in its most general interpretation, refers to the ""flow"" of something (a physical agent, data or information) in a network, possibly accompanied by some nonlinear dynamical processes on the network nodes (sometimes denoted reaction–diffusion systems, voter or opinion formation models, etc.). Originated in the domain of theoretical and matter physics, it has many applications in epidemiology, sociology and, of course, computer and Internet sciences. In this review, we illustrate some aspects of percolation theory and its generalization, cellular automata and briefly discuss their relationship with equilibrium systems (Ising and Potts models). We present a model of opinion spreading, the role of the topology of the network to induce coherent oscillations and the influence (and advantages) of risk perception for stopping epidemics. The models and computational tools that are briefly presented here have an application to the filtering of tainted information in automatic trading. Finally, we introduce the open problem of controlling percolation and other processes on distributed systems.",20190201,"Bagnoli, Franco ; Bellini, Emanuele ; Massaro, Emanuele ; Rechtman, Raúl",Article,Academic Journal,Feb2019,true,Future Internet,Percolation theory ; Potts model ; Risk perception ; Information filtering ; Ising model,JOUR,,,1999-5903,,,,,eng,MDPI,1,35,-33,11,2,10.3390/fi11020035,,B74E,,https://research.ebsco.com/plink/44d1b262-d022-3502-a342-83bb129d3272,,,,
Academic Search Ultimate,asn,50735425,Operating binary strings using gliders and eaters in reaction-diffusion cellular automaton,"Abstract: We study transformations of 2-, 4- and 6-bit numbers in interactions between traveling and stationary localizations in the Spiral Rule reaction-diffusion cellular automaton. The Spiral Rule automaton is a hexagonal ternary-state two-dimensional cellular automaton — a finite-state machine imitation of an activator–inhibitor reaction-diffusion system. The activator is self-inhibited in certain concentrations. The inhibitor dissociates in the absence of the activator. The Spiral Rule cellular automaton has rich spatio-temporal dynamics of traveling (glider) and stationary (eater) patterns. When a glider brushes an eater the eater may slightly change its configuration, which is updated once more every next hit. We encode binary strings in the states of eaters and sequences of gliders. We study what types of binary compositions of binary strings are implementable by sequences of gliders brushing an eater. The models developed will be used in future laboratory designs of reaction-diffusion chemical computers.",20100701,"Adamatzky, Andrew ; Martínez, Genaro J. ; Zhang, Liang ; Wuensche, Andrew",Article,Academic Journal,Jul2010,true,Mathematical & Computer Modelling,Cellular automata ; Computer systems ; Numerical solutions to reaction-diffusion equations ; Sequential machine theory ; Parallel processing ; Pattern recognition systems ; Computer Systems Design Services ; Computer systems design and related services (except video game design and development),JOUR,,,0895-7177,,,,,eng,Elsevier B.V.,190,177,14,52,1/2,10.1016/j.mcm.2010.02.006,,JN5,,https://research.ebsco.com/plink/dcffa368-2a16-35c1-ae77-550a20b55470,,,,
Academic Search Ultimate,asn,100436296,EL ENANO JOROBADO QUE NO FUMA (O LA 'TEOLOGÍA' BENJAMINIANA CONTRA EL OPIO DEL PROGRESO) Reflexiones a partir de la primera Tesis sobre la historia.,"This article contains reflections on the relationship between philosophy and theology (between historical materialism and redemption) in the ""Theses on the Philosophy of History"" by Walter Benjamin, specifically about the chessplayer automaton allegory in the first thesis. The ideology of progress is presented as the ""opium"" of historical materialism.",20140701,"RABINOVICH, SILVANA",Article,Academic Journal,jul-dic2014,true,En-Claves del Pensamiento Journal,,JOUR,,,1870-879X,,,,,spa,Instituto Tecnologico y de Estudios Superiores de Monterrey,218,203,16,8,16,,,8VNU,,https://research.ebsco.com/plink/2a7c6588-0ce9-382a-8810-63e28dae80d8,,,,
Academic Search Ultimate,asn,60544937,CELLULAR AUTOMATON SUPERCOLLIDERS.,"Gliders in one-dimensional cellular automata are compact groups of non-quiescent and non-ether patterns (ether represents a periodic background) translating along automaton lattice. They are cellular automaton analogous of localizations or quasi-local collective excitations traveling in a spatially extended nonlinear medium. They can be considered as binary strings or symbols traveling along a one-dimensional ring, interacting with each other and changing their states, or symbolic values, as a result of interactions. We analyze what types of interaction occur between gliders traveling on a cellular automaton ""cyclotron"" and build a catalog of the most common reactions. We demonstrate that collisions between gliders emulate the basic types of interaction that occur between localizations in nonlinear media: fusion, elastic collision, and soliton-like collision. Computational outcomes of a swarm of gliders circling on a one-dimensional torus are analyzed via implementation of cyclic tag systems.",20110401,"MARTÍNEZ, GENARO J. ; ADAMATZKY, ANDREW ; STEPHENS, CHRISTOPHER R. ; HOEFLICH, ALEJANDRO F.",Article,Academic Journal,Apr2011,true,International Journal of Modern Physics C: Computational Physics & Physical Computation,Cellular automata ; Supercolliders ; Automation ; Collisions (Physics) ; Robots ; Lattice theory ; Nonlinear systems ; Cyclotrons ; All Other Miscellaneous Electrical Equipment and Component Manufacturing,JOUR,,,0129-1831,,,,,eng,World Scientific Publishing Company,439,419,21,22,4,,,8K1,,https://research.ebsco.com/plink/3cf27213-eacd-31ce-9972-a92328a7b48c,,,,
Academic Search Ultimate,asn,191978492,Consistency in Smart Contracts Design.,"The reliability and security of Smart Contracts largely depend on the consistency of their rule design. This paper introduces a novel approach for analyzing and ensuring consistency in Smart Contracts prior to their implementation. By proposing a formal grammar that captures the concurrent primitives inherent in Smart Contracts, and an algorithm that generates finite state machines (FSMs) from these grammar-based rule sets, the study enables the identification of several problems at the design stage. The paper compares this methodology with related works that focus on post-implementation verification, highlighting the advantages of early-stage analysis. Through theoretical and real-world examples, including an analysis of the DAO attack, the paper demonstrates how inconsistencies can be detected systematically. Finally, a formal definition of consistency is presented, offering a foundation for future tools aimed at enhancing Smart Contract designs.",20251225,"Dávila, R. ; Aldeco-Pérez, R. ; Bárcenas, E.",Article,Academic Journal,Dec2025,true,Programming & Computer Software,"Grammar ; Finite state machines ; Inspection & review ; Information technology security ; Uniformity ; Computer software ; Software publishers (except video game publishers) ; Computer and software stores ; Computer, computer peripheral and pre-packaged software merchant wholesalers ; Computer and Computer Peripheral Equipment and Software Merchant Wholesalers",JOUR,,,0361-7688,,,,,eng,Springer Nature,613,605,9,51,8,10.1134/S0361768825700458,,N2T,,https://research.ebsco.com/plink/99dbdf5a-bbfb-3a9f-a54b-c73596a69bf2,,,,
Academic Search Ultimate,asn,191831696,A novel cellular automaton approach for modeling genotypic and phenotypic heterogeneity in cell systems.,"Cellular automaton models have long been used to study cellular processes, but may be challenging for incorporating synchronization, migratory, and high-density effects. In this work, we introduce an extension of the classic lattice-gas cellular automata, a framework which allows to consider changes in cell numbers, cell–cell interactions, migration, and evolution of genotypic and phenotypic heterogeneity. To demonstrate the utility of our approach, we consider a growing population of cells whose genotype—passed on at birth from the mother cell and subject to stochastic mutations—determines their individual proliferation rates. Using spatial simulations, we show that the model exhibits traveling-wave invasion patterns, where the fastest-growing cells accumulate at the leading edge, accelerating population expansion. We predict this behavior using a mathematical analysis based on a mean-field assumption.",20260224,"Syga, Simon ; Nava-Sedeño, Josué Manik ; Deutsch, Andreas",Article,Academic Journal,Feb2026,true,European Physical Journal: Special Topics,Cellular automata ; Genetic variation ; Mathematical models ; Phenotypic plasticity ; Cell migration ; Genetic drift ; Cell proliferation ; Population dynamics,JOUR,,,1951-6355,,,,,eng,Springer Nature,9,1,9,,,10.1140/epjs/s11734-026-02186-1,,3RAN,,https://research.ebsco.com/plink/f1085e69-2b4e-32e7-a81d-1f59326bf71b,,,,
Academic Search Ultimate,asn,158389017,Computable model discovery and high-level-programming approximations to algorithmic complexity.,"Motivated by algorithmic information theory, the problem of program discovery can help find candidates of underlying generative mechanisms of natural and artificial phenomena. The uncomputability of such inverse problem, however, significantly restricts a wider application of exhaustive methods. Here we present a proof of concept of an approach based on IMP, a high-level imperative programming language. Its main advantage is that conceptually complex computational routines are more succinctly expressed, unlike lower-level models such as Turing machines or cellular automata. We investigate if a more expressive higher-level programming language can be more efficient at generating approximations to algorithmic complexity of recursive functions. • We explore an inverse problem for model discovery based on principles of algorithmic information. • The method can help find candidates of underlying generative mechanisms and first principles. • A proof of concept based on IMP, a high-level imperative programming language, is provided. • IMP expressions are succinct, unlike lower-level models such as formal automata. • We investigate if a more expressive higher-level programming language can be more efficient.",20220826,"Lemus, Vladimir ; Acuña-Yeomans, Eduardo ; Zamora, Víctor ; Hernández-Quiroz, Francisco ; Zenil, Hector",Article,Academic Journal,Aug2022,true,Theoretical Computer Science,Recursive functions ; Turing machines ; Programming languages ; Information theory ; Inverse problems ; Software Publishers ; Software publishers (except video game publishers),JOUR,,,0304-3975,,,,,eng,Elsevier B.V.,41,31,11,927,,10.1016/j.tcs.2022.05.026,,3QY,,https://research.ebsco.com/plink/6ef2ffc8-3a1d-30e2-8cb0-70ecadfdd489,,,,
Academic Search Ultimate,asn,20410679,EXPERIMENTOS EN AUTOORGANIZACIÓN.,"We describe the design and experiments performed with a computing simulation tool representing a synthetic ecosystem with three components (producers, herbivores and predators). This model is a cellular automata, but can be best defined as an individual-based model (IBM), where each agent exhibits its own singularity responding to a series of invariable labels that in an informal way can be named ""genes"", while other variable labels define their internal status. As an ""opaque thought experiment"" the model was devoted to the study of self-organization, stated as the emergence and conservation of a spontaneous order and the analysis of the factors that could destabilize this structure. Whereas the simulator count on a limited number of codified short range interactions, its evolution exhibits a long range uncodified emergent effects that are suggestive of the presence of underlying processes of self-organization.",20041201,"Moreira Arana, César E. ; Equihua Zamora, Miguel E. ; Negrete Martínez, José",Article,Academic Journal,2004,true,Acta Zoológica Mexicana,Ecosystem management ; Herbivores ; Predatory animals ; Cellular automata ; Environmental management,JOUR,,,0065-1737,,,,,spa,Instituto de Ecologia A.C.,125,107,19,20,3,10.21829/azm.2004.2031585,,1GCH,,https://research.ebsco.com/plink/4ebff6ad-e5ae-31c7-876a-395d50b7924f,,,,
